VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,GrossMarginPct,SalesToPurchaseRatio,TotalBeginInventory,TotalEndInventory,AvgInventory,InventoryTurnoverRatio
2,"IRA GOLDMAN AND WILLIAMS, LLP          ",90085,"Ch Lilian 09 Ladouys St Este",8,190.88,0.97,18,665.82,2.00,474.94,71.33,2.25,16,6,11.0000,1.64
2,"IRA GOLDMAN AND WILLIAMS, LLP          ",90609,"Flavor Essence Variety 5 Pak",320,5440.00,261.10,24,599.76,0.52,-4840.24,-807.03,0.08,NULL,NULL,NULL,NULL
54,"AAPER ALCOHOL & CHEMICAL CO",990,"Ethyl Alcohol 200 Proof",1,105.07,0.00,0,0.00,0.00,-105.07,NULL,0.00,NULL,NULL,NULL,NULL
60,"ADAMBA IMPORTS INTL INC    ",771,"Bak's Krupnik Honey Liqueur",39,446.16,7.92,47,704.53,37.01,258.37,36.67,1.21,10,2,6.0000,7.83
60,"ADAMBA IMPORTS INTL INC    ",3401,"Vesica Vodka",6,66.60,13.71,0,0.00,0.00,-66.60,NULL,0.00,NULL,NULL,NULL,NULL
60,"ADAMBA IMPORTS INTL INC    ",3979,"Vesica Potato Vodka",4687,76257.49,4703.31,3931,66871.69,7224.06,-9385.80,-14.04,0.84,NULL,NULL,NULL,NULL
105,"ALTAMAR BRANDS LLC         ",2529,"Right Gin",12,279.00,3.12,12,359.88,9.44,80.88,22.47,1.00,NULL,NULL,NULL,NULL
105,"ALTAMAR BRANDS LLC         ",8412,"Tequila Ocho Plata Fresno",320,11427.20,75.44,307,15346.93,242.15,3919.73,25.54,0.96,135,148,141.5000,2.17
200,"AMERICAN SPIRITS EXCHANGE  ",19715,"Slices Sangria Red",36,271.08,1.64,19,208.81,2.10,-62.27,-29.82,0.53,NULL,NULL,NULL,NULL
200,"AMERICAN SPIRITS EXCHANGE  ",20789,"Zin-phomaniac Znfdl",96,934.08,7.50,84,1511.16,9.43,577.08,38.19,0.88,12,24,18.0000,4.67
287,"APPOLO VINEYARDS LLC       ",24921,"Appolo Vyds Seyval",120,1248.00,8.26,48,715.52,5.28,-532.48,-74.42,0.40,161,233,197.0000,0.24
287,"APPOLO VINEYARDS LLC       ",24922,"Appolo Vyds China Girl",110,1151.70,9.78,60,901.40,6.62,-250.30,-27.77,0.55,165,215,190.0000,0.32
388,"ATLANTIC IMPORTING COMPANY ",2034,"Glendalough Double Barrel",1777,37885.64,1267.22,1587,45645.13,1251.86,7759.49,17.00,0.89,262,452,357.0000,4.45
388,"ATLANTIC IMPORTING COMPANY ",2119,"Glendalough 13 Yr Sngle Malt",39,2589.60,43.51,115,9838.85,90.70,7249.25,73.68,2.95,151,75,113.0000,1.02
388,"ATLANTIC IMPORTING COMPANY ",7241,"Glendalough Poitin Shry Cask",31,641.08,34.74,123,3788.77,13.59,3147.69,83.08,3.97,92,0,46.0000,2.67
480,"BACARDI USA INC            ",126,"Grey Goose Vodka",59878,1205942.92,4219777.59,58013,1736610.87,60913.65,530667.95,30.56,0.97,2599,4464,3531.5000,16.43
480,"BACARDI USA INC            ",128,"Grey Goose Le Citron Vodka",4,97.68,778.00,4,122.96,4.20,25.28,20.56,1.00,5,5,5.0000,0.80
480,"BACARDI USA INC            ",129,"Grey Goose L'Orange Vodka",4,99.96,1454.61,9,284.91,9.45,184.95,64.92,2.25,10,5,7.5000,1.20
480,"BACARDI USA INC            ",201,"Nassua Royale Liqueur",34,525.98,8797.84,36,701.64,37.80,175.66,25.04,1.06,2,0,1.0000,36.00
480,"BACARDI USA INC            ",278,"Cazadores Reposado Tequila",80,1756.80,12214.26,69,1997.31,72.45,240.51,12.04,0.86,4,15,9.5000,7.26
480,"BACARDI USA INC            ",443,"St Germain Liqueur",7748,189438.60,1534234.34,7705,273863.95,6070.72,84425.35,30.83,0.99,1175,1218,1196.5000,6.44
480,"BACARDI USA INC            ",508,"Bacardi Superior Rum",38957,380609.89,3097912.91,38335,522309.15,40251.75,141699.26,27.13,0.98,2207,2829,2518.0000,15.22
480,"BACARDI USA INC            ",540,"Bacardi Pineapple Fusion",352,253.44,25822.91,4657,4610.43,239.91,4356.99,94.50,13.23,4542,237,2389.5000,1.95
480,"BACARDI USA INC            ",565,"Bombay Dry Gin",173,2684.96,37576.38,173,3563.27,181.65,878.31,24.65,1.00,89,89,89.0000,1.94
480,"BACARDI USA INC            ",743,"Angels Envy Whiskey",3333,121654.50,581312.07,3216,160767.84,2533.55,39113.34,24.33,0.96,227,344,285.5000,11.26
480,"BACARDI USA INC            ",802,"Bacardi Torched Cherry Rum",5049,40341.51,614582.11,4962,57060.38,3910.70,16718.87,29.30,0.98,934,1021,977.5000,5.08
480,"BACARDI USA INC            ",803,"Bacardi Gold Rum",1300,12896.00,32183.94,1250,16410.00,1312.50,3514.00,21.41,0.96,7,57,32.0000,39.06
480,"BACARDI USA INC            ",804,"Bacardi Limon Rum",297,3433.32,62764.15,275,4039.75,288.75,606.43,15.01,0.93,110,132,121.0000,2.27
480,"BACARDI USA INC            ",805,"B & B Liqueur Dom",10,263.90,9143.72,12,395.88,12.60,131.98,33.34,1.20,18,16,17.0000,0.71
480,"BACARDI USA INC            ",810,"Bacardi Black Razz",2283,16414.77,233599.91,3153,37736.47,2484.35,21321.70,56.50,1.38,870,0,435.0000,7.25
480,"BACARDI USA INC            ",824,"Dewars White Label Scotch",6787,140898.12,785243.60,6617,178592.83,6947.85,37694.71,21.11,0.98,727,897,812.0000,8.15
480,"BACARDI USA INC            ",903,"Bombay Sapphire Gin",9534,179143.86,1190701.54,9465,251306.35,9938.25,72162.49,28.71,0.99,873,942,907.5000,10.43
480,"BACARDI USA INC            ",973,"Bacardi 1873 Solera Rum",21,249.90,4930.85,157,2353.43,123.75,2103.53,89.38,7.48,136,0,68.0000,2.31
480,"BACARDI USA INC            ",974,"Bacardi O Orange Rum",59,725.11,14231.24,49,741.51,51.45,16.40,2.21,0.83,26,36,31.0000,1.58
480,"BACARDI USA INC            ",1020,"B & B Dom VAP",2,36.22,1630.26,52,1319.48,41.01,1283.26,97.26,26.00,50,0,25.0000,2.08
480,"BACARDI USA INC            ",1047,"Angels Envy Hanover Chop",6,212.28,699.36,6,275.94,4.73,63.66,23.07,1.00,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",1106,"Aberfeldy Single Cask",54,8399.70,23133.15,38,9459.62,29.96,1059.92,11.20,0.70,252,268,260.0000,0.15
480,"BACARDI USA INC            ",1330,"Grey Goose Glass Pack",2403,91962.81,17701.16,2690,136831.10,4943.32,44868.29,32.79,1.12,340,53,196.5000,13.69
480,"BACARDI USA INC            ",1414,"Bacardi 8 Gift Set",5,71.40,1165.15,35,869.65,27.57,798.25,91.79,7.00,30,0,15.0000,2.33
480,"BACARDI USA INC            ",1757,"Aberfeldy 21 Yr Single Malt",14,1634.92,4110.96,18,2879.82,14.19,1244.90,43.23,1.29,28,24,26.0000,0.69
480,"BACARDI USA INC            ",2123,"Angel's Envy Rye",295,17098.20,110901.76,431,34475.69,339.84,17377.49,50.41,1.46,162,26,94.0000,4.59
480,"BACARDI USA INC            ",2184,"Bonnie Rose Orange Peel",290,3294.40,40588.19,535,8035.65,421.61,4741.25,59.00,1.84,394,149,271.5000,1.97
480,"BACARDI USA INC            ",2200,"Bonnie Rose Spiced Apple",269,2899.82,36950.89,493,7419.07,388.63,4519.25,60.91,1.83,362,138,250.0000,1.97
480,"BACARDI USA INC            ",2258,"Dewars Special Reserve 12 Yr",5326,52035.02,486282.97,4850,66365.50,1901.20,14330.48,21.59,0.91,338,814,576.0000,8.42
480,"BACARDI USA INC            ",2329,"Craigellachie 13 Yr Scotch",759,29183.55,156735.29,612,29755.88,482.79,572.33,1.92,0.81,3,150,76.5000,8.00
480,"BACARDI USA INC            ",2502,"Dewars Wh Label & Honey 2 Pk",3,80.76,1165.15,98,3429.02,77.27,3348.26,97.64,32.67,95,0,47.5000,2.06
480,"BACARDI USA INC            ",2611,"Dewar's 15 Yr Old Rsv",472,18875.28,90484.45,415,19294.85,327.33,419.57,2.17,0.88,103,160,131.5000,3.16
480,"BACARDI USA INC            ",2614,"Dewars Special RSV 12-Year",320,13187.20,56312.48,289,16094.11,531.40,2906.91,18.06,0.90,12,43,27.5000,10.51
480,"BACARDI USA INC            ",2622,"Dewars Scratch Cask Scotch",1633,30455.45,326473.49,1479,38435.21,1166.47,7979.76,20.76,0.91,374,528,451.0000,3.28
480,"BACARDI USA INC            ",2624,"Dewars 18 Yr Old Founders Rv",748,34976.48,188164.14,644,42753.56,508.13,7777.08,18.19,0.86,217,321,269.0000,2.39
480,"BACARDI USA INC            ",2628,"Dewars Special RSV 12-Yr",3780,88565.40,427801.35,3547,112630.53,2796.87,24065.13,21.37,0.94,1354,1587,1470.5000,2.41
480,"BACARDI USA INC            ",2663,"Dewars White Label",69001,1478001.42,6287553.25,70122,2189368.78,128839.08,711367.36,32.49,1.02,7892,6771,7331.5000,9.56
480,"BACARDI USA INC            ",2665,"Dewars White Label",18574,285668.12,2075631.52,19088,400461.12,15034.06,114793.00,28.67,1.03,2181,1667,1924.0000,9.92
480,"BACARDI USA INC            ",2668,"Dewars White Label",5788,61815.84,320805.04,5551,74776.49,2173.77,12960.65,17.33,0.96,1017,1254,1135.5000,4.89
480,"BACARDI USA INC            ",2672,"Dewars White Label",23159,41686.20,607368.16,22276,51012.04,1157.14,9325.84,18.28,0.96,4584,5467,5025.5000,4.43
480,"BACARDI USA INC            ",2679,"Dewars Highlander Honey",226,3227.28,27619.03,2348,46676.52,1850.94,43449.24,93.09,10.39,2124,2,1063.0000,2.21
480,"BACARDI USA INC            ",2742,"Aberfeldy 12 Yr Single Malt",1029,39081.42,208035.79,881,42761.19,694.92,3679.77,8.61,0.86,92,240,166.0000,5.31
480,"BACARDI USA INC            ",2863,"The Deveron 12 Yr Scotch",183,6284.22,52483.35,248,11592.52,195.74,5308.30,45.79,1.36,157,92,124.5000,1.99
480,"BACARDI USA INC            ",2916,"Royal Brackla 12 Yr Scotch",112,5269.60,38657.51,163,10725.37,128.75,5455.77,50.87,1.46,176,125,150.5000,1.08
480,"BACARDI USA INC            ",2933,"Aultmore 12 Yr Scotch",195,7581.60,41195.55,328,16593.72,258.81,9012.12,54.31,1.68,145,12,78.5000,4.18
480,"BACARDI USA INC            ",3016,"Bombay Sapphire East Gin",4876,71140.84,504323.49,5421,113409.79,4272.69,42268.95,37.27,1.11,2041,1496,1768.5000,3.07
480,"BACARDI USA INC            ",3139,"Grey Goose Le Melon",2211,39002.04,394318.25,2220,54432.80,1749.94,15430.76,28.35,1.00,1122,1113,1117.5000,1.99
480,"BACARDI USA INC            ",3185,"Grey Goose L'Orange Vodka",33,1165.89,3539.79,280,13157.20,514.75,11991.31,91.14,8.48,247,0,123.5000,2.27
480,"BACARDI USA INC            ",3194,"Grey Goose Cherry Noir Vodka",3497,64030.07,642283.07,3846,94295.54,3031.71,30265.47,32.10,1.10,1501,1152,1326.5000,2.90
480,"BACARDI USA INC            ",3199,"Grey Goose La Poire Vodka",69,2366.70,13939.43,260,12217.40,477.98,9850.70,80.63,3.77,243,52,147.5000,1.76
480,"BACARDI USA INC            ",3343,"Bombay Sapphire Gin",7472,70685.12,825534.63,7327,95177.73,2870.80,24492.61,25.73,0.98,912,1057,984.5000,7.44
480,"BACARDI USA INC            ",3344,"Bombay Sapphire Gin",23798,344833.02,2597926.76,24620,516761.80,19388.25,171928.78,33.27,1.03,2636,1814,2225.0000,11.07
480,"BACARDI USA INC            ",3345,"Bombay Sapphire Gin",20387,31395.98,580937.52,19658,39119.42,1019.56,7723.44,19.74,0.96,3833,4562,4197.5000,4.68
480,"BACARDI USA INC            ",3348,"Bombay Sapphire Gin",57349,1283470.62,5853823.38,56888,1766391.12,104524.54,482920.50,27.34,0.99,5142,5603,5372.5000,10.59
480,"BACARDI USA INC            ",3415,"42 Below Pure Vodka",13,187.07,0.00,5,94.95,3.95,-92.12,-97.02,0.38,4,12,8.0000,0.63
480,"BACARDI USA INC            ",3436,"Bombay Dry Gin",12950,243330.50,2656143.80,12094,312799.06,22225.65,69468.56,22.21,0.93,1447,2303,1875.0000,6.45
480,"BACARDI USA INC            ",3437,"Bombay Dry Gin",4605,63733.20,586187.92,4445,82741.55,3505.00,19008.35,22.97,0.97,951,1111,1031.0000,4.31
480,"BACARDI USA INC            ",3460,"Corzo Anejo Tequila",612,25116.48,133422.94,548,30702.52,432.45,5586.04,18.19,0.90,120,184,152.0000,3.61
480,"BACARDI USA INC            ",3461,"Corzo Silver Tequila",13,519.87,4197.43,14,699.86,11.04,179.99,25.72,1.08,1,0,0.5000,28.00
480,"BACARDI USA INC            ",3472,"Cazadores Blanco Tequila",2636,29259.60,294368.69,2402,42528.98,1893.97,13269.38,31.20,0.91,598,832,715.0000,3.36
480,"BACARDI USA INC            ",3475,"Cazadores Anejo Tequila",7,156.66,1437.65,13,389.87,10.25,233.21,59.82,1.86,6,0,3.0000,4.33
480,"BACARDI USA INC            ",3611,"Grey Goose La Poire Vodka",30,165.00,5337.31,30,449.70,11.81,284.70,63.31,1.00,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",3613,"Bacardi Reserva Limitada",2,135.32,1923.84,32,2879.68,25.22,2744.36,95.30,16.00,73,43,58.0000,0.55
480,"BACARDI USA INC            ",3615,"Bacardi Anejo Mexican Rum",92,1013.84,7333.68,177,2476.23,139.41,1462.39,59.06,1.92,85,0,42.5000,4.16
480,"BACARDI USA INC            ",3778,"Grey Goose Le Citron Vodka",25,857.50,8829.92,209,9820.91,384.23,8963.41,91.27,8.36,196,12,104.0000,2.01
480,"BACARDI USA INC            ",3782,"Grey Goose Le Citron Vodka",7312,138123.68,1542302.57,7572,186388.78,5966.31,48265.10,25.89,1.04,1454,1194,1324.0000,5.72
480,"BACARDI USA INC            ",3830,"Grey Goose L'Orange Vodka",6120,112914.00,1272582.25,6400,157610.00,5042.76,44696.00,28.36,1.05,1453,1173,1313.0000,4.87
480,"BACARDI USA INC            ",3831,"Grey Goose L'Orange Vodka",5774,16686.86,209013.12,5219,20823.81,268.26,4136.95,19.87,0.90,2101,2656,2378.5000,2.19
480,"BACARDI USA INC            ",3847,"Grey Goose Vodka",22334,62758.54,538333.86,21606,86207.94,1119.15,23449.40,27.20,0.97,4342,5070,4706.0000,4.59
480,"BACARDI USA INC            ",3851,"Grey Goose Vodka",20841,250508.82,1475023.04,20370,303207.30,8002.79,52698.48,17.38,0.98,1487,1958,1722.5000,11.83
480,"BACARDI USA INC            ",3857,"Grey Goose Vodka",33388,1277758.76,4362822.54,32945,1699669.55,60533.43,421910.79,24.82,0.99,4236,4679,4457.5000,7.39
480,"BACARDI USA INC            ",3858,"Grey Goose Vodka",138809,2466635.93,5186626.40,141860,3383912.40,111699.19,917276.47,27.11,1.02,13649,10598,12123.5000,11.70
480,"BACARDI USA INC            ",3961,"Grey Goose La Poire Vodka",4484,81474.28,898670.80,4625,113994.25,3644.71,32519.97,28.53,1.03,1291,1150,1220.5000,3.79
480,"BACARDI USA INC            ",4024,"Bacardi Razz",70,49.70,5029.02,0,0.00,0.00,-49.70,NULL,0.00,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",4025,"Bacardi Oakheart Spiced Rum",3197,4379.89,91517.04,5437,9732.23,279.65,5352.34,55.00,1.70,5083,2843,3963.0000,1.37
480,"BACARDI USA INC            ",4028,"Bacardi Artic Grape Rum",12,95.88,1209.49,14,195.86,11.02,99.98,51.05,1.17,2,0,1.0000,14.00
480,"BACARDI USA INC            ",4042,"Bacardi Dragon Berry",233,167.76,30433.78,3236,3203.64,166.40,3035.88,94.76,13.89,3140,137,1638.5000,1.98
480,"BACARDI USA INC            ",4050,"Bacardi Oakheart Spiced Rum",6464,56366.08,581485.11,6399,76882.01,5044.44,20515.93,26.69,0.99,1027,1092,1059.5000,6.04
480,"BACARDI USA INC            ",4058,"Bacardi Oakheart Spiced Rum",22,260.48,3292.51,15,239.85,15.75,-20.63,-8.60,0.68,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",4066,"Bacardi Oakheart Spiced Rum",9852,126598.20,1767679.40,10719,219417.81,19700.03,92819.61,42.30,1.09,2651,1784,2217.5000,4.83
480,"BACARDI USA INC            ",4075,"Bacardi Pineapple Fusion",3247,51529.89,791538.91,3246,70123.54,5967.96,18593.65,26.52,1.00,597,598,597.5000,5.43
480,"BACARDI USA INC            ",4092,"Bacardi Grapefruit Rum",1546,17299.74,181849.99,1073,11529.27,845.74,-5770.47,-50.05,0.69,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",4102,"Bacardi Raspberry Rum",3917,42812.81,469027.88,3381,36626.19,2663.10,-6186.62,-16.89,0.86,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",4160,"Bacardi Gran Reserva Maestro",81,1255.50,9013.67,564,12064.36,444.69,10808.86,89.59,6.96,580,97,338.5000,1.67
480,"BACARDI USA INC            ",4179,"Bacardi Dragon Berry Rum",6734,101952.76,1471421.75,6719,144216.81,12349.37,42264.05,29.31,1.00,680,695,687.5000,9.77
480,"BACARDI USA INC            ",4192,"Havana Club Anejo Blanco Rum",626,9408.78,51696.26,179,3338.21,141.20,-6070.57,-181.85,0.29,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",4196,"Bacardi Dragon Berry Rum",10880,81164.80,1108445.85,10497,120103.03,8269.71,38938.23,32.42,0.96,1184,1567,1375.5000,7.63
480,"BACARDI USA INC            ",4200,"Bacardi Grand Melon",1578,12119.04,205716.82,2165,24690.35,1706.02,12571.31,50.92,1.37,591,4,297.5000,7.28
480,"BACARDI USA INC            ",4204,"Bacardi Coco Rum",6438,49830.12,721780.84,6521,72356.79,5138.19,22526.67,31.13,1.01,936,853,894.5000,7.29
480,"BACARDI USA INC            ",4214,"Bacardi O Orange Rum",112,847.84,27668.47,116,1552.84,91.37,705.00,45.40,1.04,18,14,16.0000,7.25
480,"BACARDI USA INC            ",4216,"Havana Club Anejo Clsco Gold",919,15549.48,98858.58,483,10105.17,380.96,-5444.31,-53.88,0.53,NULL,NULL,NULL,NULL
480,"BACARDI USA INC            ",4221,"Bacardi Gold Rum Traveler",9143,118310.42,748202.97,11823,213320.77,21724.91,95010.35,44.54,1.29,3052,372,1712.0000,6.91
480,"BACARDI USA INC            ",4222,"Bacardi Gold Rum",21056,168237.44,1626054.20,20910,229242.90,16470.68,61005.46,26.61,0.99,1361,1507,1434.0000,14.58
480,"BACARDI USA INC            ",4223,"Bacardi Gold Rum",13236,197481.12,2411554.20,13505,288560.95,24818.01,91079.83,31.56,1.02,2745,2476,2610.5000,5.17
480,"BACARDI USA INC            ",4226,"Bacardi Superior Rum Trav",26107,200501.76,2958124.02,25990,300152.10,20464.31,99650.34,33.20,1.00,1506,1623,1564.5000,16.61
480,"BACARDI USA INC            ",4227,"Bacardi Superior Rum Trav",68294,967725.98,3901824.60,75147,1323223.53,138074.09,355497.55,26.87,1.10,7250,397,3823.5000,19.65
