VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,GrossMarginPct,SalesToPurchaseRatio,TotalBeginInventory,TotalEndInventory,AvgInventory,InventoryTurnoverRatio
11567,"CAMPARI AMERICA            ",8379,"Wild Turkey 101",4299,32801.37,97294.06,4272,51221.28,1671.08,18419.91,35.96,0.99,681,708,694.5000,6.15
11567,"CAMPARI AMERICA            ",8387,"Wild Turkey 101",5833,101785.85,122233.94,6556,149388.44,5169.62,47602.59,31.87,1.12,2285,1562,1923.5000,3.41
11567,"CAMPARI AMERICA            ",8408,"Wild Turkey American Honey",2336,51882.56,75194.25,2531,92830.69,4653.02,40948.13,44.11,1.08,1294,1099,1196.5000,2.12
11567,"CAMPARI AMERICA            ",8420,"Frangelico Hazelnut Liqueur",1739,53909.00,75192.64,1769,71714.31,3252.34,17805.31,24.83,1.02,487,457,472.0000,3.75
11567,"CAMPARI AMERICA            ",8462,"Frangelico Hazelnut Liqueur",10822,171204.04,185997.27,10783,247420.17,8495.63,76216.13,30.80,1.00,1653,1692,1672.5000,6.45
11567,"CAMPARI AMERICA            ",8671,"Appleton Est VX Jamaican Rum",2287,33138.63,66383.23,2411,48949.89,1901.31,15811.26,32.30,1.05,689,565,627.0000,3.85
11567,"CAMPARI AMERICA            ",8677,"Wild Turkey Rare Breed",830,22800.10,39939.45,804,29904.96,634.08,7104.86,23.76,0.97,249,275,262.0000,3.07
12331,"STELLAR IMPORTING CO LLC   ",236,"Loukatos Mastic Liqueur",18,238.14,2.15,27,485.73,21.27,247.59,50.97,1.50,25,16,20.5000,1.32
12331,"STELLAR IMPORTING CO LLC   ",263,"Loukatos Tentoura",12,167.40,0.00,2,35.98,1.58,-131.42,-365.26,0.17,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",9105,"Loukatos Tsipouro Brandy",6,88.86,12.14,7,139.93,5.51,51.07,36.50,1.17,1,0,0.5000,14.00
12331,"STELLAR IMPORTING CO LLC   ",17462,"Zacharias Cab Svgn",24,193.20,5.18,24,287.76,2.70,94.56,32.86,1.00,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",17463,"Zacharias Chard",60,402.00,16.99,39,389.61,4.38,-12.39,-3.18,0.65,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",17464,"Zacharias Merlot",72,568.08,29.13,55,659.45,6.18,91.37,13.86,0.76,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",17469,"Zacharias Ambelos Phos Red",96,635.52,10.91,74,739.26,8.30,103.74,14.03,0.77,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",17470,"Zacharias Ambelos Phos White",72,489.60,12.08,69,689.31,7.74,199.71,28.97,0.96,24,27,25.5000,2.71
12331,"STELLAR IMPORTING CO LLC   ",17471,"Loukatos Mavrodaphne Patras",1189,8489.46,240.17,1166,12231.34,129.83,3741.88,30.59,0.98,259,282,270.5000,4.31
12331,"STELLAR IMPORTING CO LLC   ",17473,"Loukatos Retsina",513,2883.06,126.85,666,6316.34,99.90,3433.28,54.36,1.30,236,83,159.5000,4.18
12331,"STELLAR IMPORTING CO LLC   ",18164,"Lyrarakis Okto White",60,631.20,5.18,60,959.40,6.75,328.20,34.21,1.00,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",18166,"Lyrarakis Assyrtiko",36,391.68,10.91,27,431.73,3.02,40.05,9.28,0.75,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",18167,"Lyrarakis Okto Syrah Blend",706,6721.12,93.75,599,9190.01,66.53,2468.89,26.86,0.85,90,197,143.5000,4.17
12331,"STELLAR IMPORTING CO LLC   ",22776,"Claudia Papayianni 08 Red",12,155.76,0.00,0,0.00,0.00,-155.76,NULL,0.00,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",26617,"Brousko Dry Red",12,87.36,0.00,12,131.88,1.35,44.52,33.76,1.00,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",27440,"Achaia Cellars Retsina",48,305.76,0.00,21,199.29,3.15,-106.47,-53.42,0.44,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",45329,"Nasiakos Agiorgitiko Rd",60,620.40,23.05,54,809.46,6.05,189.06,23.36,0.90,NULL,NULL,NULL,NULL
12331,"STELLAR IMPORTING CO LLC   ",45521,"Nasiakos Nemea Rd",108,1491.48,27.05,85,1784.15,9.54,292.67,16.40,0.79,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",60,"Canadian Club 1858 VAP",1633,12084.20,27306.66,1775,18716.25,1398.56,6632.05,35.43,1.09,288,146,217.0000,8.18
12546,"JIM BEAM BRANDS COMPANY    ",122,"DeKuyper Mixed Berry Medley",1,7.96,2490.46,23,252.77,18.15,244.81,96.85,23.00,22,0,11.0000,2.09
12546,"JIM BEAM BRANDS COMPANY    ",140,"DeKuyper Strawberry Pucker",24,188.40,2584.07,48,527.52,37.82,339.12,64.29,2.00,24,0,12.0000,4.00
12546,"JIM BEAM BRANDS COMPANY    ",161,"DeKuyper Pineapple",120,1113.60,15487.85,100,1299.00,105.00,185.40,14.27,0.83,29,49,39.0000,2.56
12546,"JIM BEAM BRANDS COMPANY    ",173,"Hornitos Reposado VAP",1477,21711.90,196815.76,1519,31846.31,1196.96,10134.41,31.82,1.03,42,0,21.0000,72.33
12546,"JIM BEAM BRANDS COMPANY    ",184,"Hornitos Plata VAP",1010,13170.40,187099.19,1072,20719.28,844.33,7548.88,36.43,1.06,63,1,32.0000,33.50
12546,"JIM BEAM BRANDS COMPANY    ",189,"Leroux Apple Schnapps",4,23.04,3469.20,4,29.96,4.20,6.92,23.10,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",226,"DeKuyper Red Apple Schnapps",237,1914.96,39181.47,217,2384.83,171.03,469.87,19.70,0.92,36,56,46.0000,4.72
12546,"JIM BEAM BRANDS COMPANY    ",254,"DeKuyper Root Beer Schnapps",422,3709.38,104314.58,431,4736.69,452.55,1027.31,21.69,1.02,158,149,153.5000,2.81
12546,"JIM BEAM BRANDS COMPANY    ",273,"Sauza Extra Gold Tequila",12365,214038.15,2179310.52,10442,235543.58,19190.54,21505.43,9.13,0.84,2129,4052,3090.5000,3.38
12546,"JIM BEAM BRANDS COMPANY    ",281,"Kamora Coffee Gift Pack",693,4948.02,17043.76,736,7627.64,580.29,2679.62,35.13,1.06,110,67,88.5000,8.32
12546,"JIM BEAM BRANDS COMPANY    ",335,"Canadian Club Sherry Cask",18,308.88,1856.19,18,413.82,14.17,104.94,25.36,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",350,"Courvoisier VS Gift Pak",597,10805.70,18612.54,623,14372.77,490.98,3567.07,24.82,1.04,58,32,45.0000,13.84
12546,"JIM BEAM BRANDS COMPANY    ",361,"Effen Cucumber Vodka",6458,92220.24,2264966.84,6292,132057.08,4957.83,39836.84,30.17,0.97,618,784,701.0000,8.98
12546,"JIM BEAM BRANDS COMPANY    ",428,"Sauza Giro Gold Tequila",2582,17635.06,219222.94,2614,24806.86,2744.70,7171.80,28.91,1.01,161,129,145.0000,18.03
12546,"JIM BEAM BRANDS COMPANY    ",453,"Hornitos Reposado Tequila",761,15988.61,90220.89,721,21591.79,757.05,5603.18,25.95,0.95,42,82,62.0000,11.63
12546,"JIM BEAM BRANDS COMPANY    ",507,"Kamchatka Vodka",24,195.36,7176.46,24,263.76,44.09,68.40,25.93,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",516,"Kamora Coffee Liqueur",139,1184.28,31313.14,152,1670.48,159.60,486.20,29.11,1.09,55,42,48.5000,3.13
12546,"JIM BEAM BRANDS COMPANY    ",525,"El Tesoro Anejo Gold Tequil",551,17081.00,172839.77,512,20918.88,403.77,3837.88,18.35,0.93,197,236,216.5000,2.36
12546,"JIM BEAM BRANDS COMPANY    ",547,"DeKuyper Buttershots",206,2123.86,66120.61,212,2753.88,222.60,630.02,22.88,1.03,54,48,51.0000,4.16
12546,"JIM BEAM BRANDS COMPANY    ",548,"DeKuyper Amaretto",99,649.44,53050.67,139,1249.61,145.95,600.17,48.03,1.40,58,18,38.0000,3.66
12546,"JIM BEAM BRANDS COMPANY    ",549,"DeKuyper Melon",164,1052.88,31184.67,153,1375.47,160.65,322.59,23.45,0.93,54,65,59.5000,2.57
12546,"JIM BEAM BRANDS COMPANY    ",551,"Cruzan Aged Light Rum",284,2439.56,41404.25,275,3022.25,216.81,582.69,19.28,0.97,46,55,50.5000,5.45
12546,"JIM BEAM BRANDS COMPANY    ",564,"DeKuyper Blue Curacao",630,4164.30,128163.43,616,5537.84,646.80,1373.54,24.80,0.98,64,78,71.0000,8.68
12546,"JIM BEAM BRANDS COMPANY    ",608,"Cruzan Est Single Barrel Rum",6,140.58,2027.87,6,179.94,4.74,39.36,21.87,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",630,"Pinnacle Vodka",48,557.76,7917.97,11,164.89,11.55,-392.87,-238.26,0.23,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",634,"Cruzan Aged Light Rum",257,2623.97,49866.63,284,3973.16,298.20,1349.19,33.96,1.11,110,83,96.5000,2.94
12546,"JIM BEAM BRANDS COMPANY    ",649,"Sauza Tres Generaciones Pla",755,21645.85,256269.70,733,28283.67,578.33,6637.82,23.47,0.97,229,251,240.0000,3.05
12546,"JIM BEAM BRANDS COMPANY    ",655,"DeKuyper Cactus Juice",17,142.63,464.31,22,241.78,17.33,99.15,41.01,1.29,5,0,2.5000,8.80
12546,"JIM BEAM BRANDS COMPANY    ",657,"DeKuyper Apricot Brandy",48,297.12,7298.20,36,287.64,28.35,-9.48,-3.30,0.75,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",661,"Red Stag by Jim Beam",5207,52017.93,712880.32,5953,90718.47,4693.62,38700.54,42.66,1.14,1939,1193,1566.0000,3.80
12546,"JIM BEAM BRANDS COMPANY    ",676,"Pinnacle Whipped Vodka",13529,117025.85,2155350.43,13497,149096.03,10632.06,32070.18,21.51,1.00,1039,1071,1055.0000,12.79
12546,"JIM BEAM BRANDS COMPANY    ",712,"Cruzan Citrus Flavored Rum",38,302.48,3242.18,102,1120.98,80.36,818.50,73.02,2.68,72,8,40.0000,2.55
12546,"JIM BEAM BRANDS COMPANY    ",734,"Old Grand Dad",120,1635.60,3017.30,120,2998.80,94.50,1363.20,45.46,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",742,"DeKuyper Spearmint Schnapps",68,706.52,16468.88,92,1195.08,96.60,488.56,40.88,1.35,69,45,57.0000,1.61
12546,"JIM BEAM BRANDS COMPANY    ",757,"Jim Beam Rye",2732,38111.40,423610.12,2667,51773.33,2103.79,13661.93,26.39,0.98,756,821,788.5000,3.38
12546,"JIM BEAM BRANDS COMPANY    ",776,"Jim Beam Black",42,760.20,3610.40,66,1517.34,69.30,757.14,49.90,1.57,77,53,65.0000,1.02
12546,"JIM BEAM BRANDS COMPANY    ",781,"DeKuyper Cranberry",43,446.77,9060.81,13,168.87,13.65,-277.90,-164.56,0.30,4,34,19.0000,0.68
12546,"JIM BEAM BRANDS COMPANY    ",788,"Skinnygirl Cucumber Vodka",1,11.19,3170.61,52,779.48,40.97,768.29,98.56,52.00,54,3,28.5000,1.82
12546,"JIM BEAM BRANDS COMPANY    ",806,"DeKuyper Peachtree Schnapps",1082,11241.98,194885.28,1083,14068.17,1137.15,2826.19,20.09,1.00,181,180,180.5000,6.00
12546,"JIM BEAM BRANDS COMPANY    ",807,"Jim Beam",10389,137446.47,1429208.92,10239,192879.61,10750.95,55433.14,28.74,0.99,741,891,816.0000,12.55
12546,"JIM BEAM BRANDS COMPANY    ",858,"Canadian Club",8796,78724.20,1300480.74,8677,104037.23,9110.85,25313.03,24.33,0.99,693,812,752.5000,11.53
12546,"JIM BEAM BRANDS COMPANY    ",869,"DeKuyper Anisette",86,651.02,24707.10,105,1048.95,110.25,397.93,37.94,1.22,47,28,37.5000,2.80
12546,"JIM BEAM BRANDS COMPANY    ",871,"DeKuyper Blackberry Brandy",136,1021.36,21672.20,112,1118.88,117.60,97.52,8.72,0.82,16,40,28.0000,4.00
12546,"JIM BEAM BRANDS COMPANY    ",872,"DeKuyper Cherry Brandy",54,388.26,5901.14,52,519.48,54.60,131.22,25.26,0.96,18,20,19.0000,2.74
12546,"JIM BEAM BRANDS COMPANY    ",874,"DeKuyper Creme de Banana",112,751.52,43832.98,123,1105.77,129.15,354.25,32.04,1.10,34,23,28.5000,4.32
12546,"JIM BEAM BRANDS COMPANY    ",875,"DeKuyper Creme de Cacao Dark",499,3273.44,89255.36,602,5411.98,632.10,2138.54,39.51,1.21,162,59,110.5000,5.45
12546,"JIM BEAM BRANDS COMPANY    ",876,"DeKuyper Creme de Cacao Whit",872,5807.52,117367.65,875,7866.25,918.75,2058.73,26.17,1.00,182,179,180.5000,4.85
12546,"JIM BEAM BRANDS COMPANY    ",877,"DeKuyper Creme de Cassis",948,6654.96,196049.23,1014,9115.86,1064.70,2460.90,27.00,1.07,307,241,274.0000,3.70
12546,"JIM BEAM BRANDS COMPANY    ",878,"DeKuyper Green Creme de Ment",1832,13666.72,257108.61,1858,18561.42,1950.90,4894.70,26.37,1.01,437,411,424.0000,4.38
12546,"JIM BEAM BRANDS COMPANY    ",879,"DeKuyper White Creme de Ment",145,1073.00,23188.97,143,1428.57,150.15,355.57,24.89,0.99,24,26,25.0000,5.72
12546,"JIM BEAM BRANDS COMPANY    ",881,"DeKuyper Hazelnut",181,1187.36,39789.18,210,1887.90,220.50,700.54,37.11,1.16,79,50,64.5000,3.26
12546,"JIM BEAM BRANDS COMPANY    ",882,"DeKuyper Hot Damn Cinnamon",94,976.66,15985.14,146,1896.54,153.30,919.88,48.50,1.55,96,44,70.0000,2.09
12546,"JIM BEAM BRANDS COMPANY    ",884,"DeKuyper Orange Curacao",251,1777.08,45507.72,246,2211.54,258.30,434.46,19.65,0.98,29,34,31.5000,7.81
12546,"JIM BEAM BRANDS COMPANY    ",887,"DeKuyper Razzmatazz",325,3298.75,86160.63,355,4611.45,372.75,1312.70,28.47,1.09,103,73,88.0000,4.03
12546,"JIM BEAM BRANDS COMPANY    ",888,"DeKuyper Sloe Gin",27,194.13,11133.04,21,188.79,22.05,-5.34,-2.83,0.78,7,13,10.0000,2.10
12546,"JIM BEAM BRANDS COMPANY    ",889,"DeKuyper Sour Apple Pucker",864,8501.76,138738.95,873,9516.27,916.65,1014.51,10.66,1.01,177,168,172.5000,5.06
12546,"JIM BEAM BRANDS COMPANY    ",905,"DeKuyper Grape Pucker",128,1231.36,44390.82,101,1311.99,106.05,80.63,6.15,0.79,18,45,31.5000,3.21
12546,"JIM BEAM BRANDS COMPANY    ",906,"DeKuyper Watermelon Pucker",249,2527.35,48432.75,227,2948.73,238.35,421.38,14.29,0.91,40,62,51.0000,4.45
12546,"JIM BEAM BRANDS COMPANY    ",921,"El Tesoro Platinum Tequila",428,12313.56,156767.77,173,6936.27,136.45,-5377.29,-77.52,0.40,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",923,"DeKuyper Peach Pucker",4,39.68,5098.37,7,90.93,7.35,51.25,56.36,1.75,5,2,3.5000,2.00
12546,"JIM BEAM BRANDS COMPANY    ",929,"DeKuyper Island Punch Pucker",437,4055.36,70142.36,417,5416.83,437.85,1361.47,25.13,0.95,69,89,79.0000,5.28
12546,"JIM BEAM BRANDS COMPANY    ",954,"Pinnacle Blueberry Vodka",11,102.85,1964.17,22,285.78,23.10,182.93,64.01,2.00,11,0,5.5000,4.00
12546,"JIM BEAM BRANDS COMPANY    ",971,"Sauza Extra Gold Tequila",361,4122.62,56870.73,462,7387.38,485.10,3264.76,44.19,1.28,320,219,269.5000,1.71
12546,"JIM BEAM BRANDS COMPANY    ",1004,"Jim Beam w/2 Rocks Glasses",650,6922.50,52690.85,703,15708.97,554.21,8786.47,55.93,1.08,60,7,33.5000,20.99
12546,"JIM BEAM BRANDS COMPANY    ",1005,"Maker's Mark Combo Pack",247,6752.98,65145.35,918,32120.82,359.97,25367.84,78.98,3.72,671,0,335.5000,2.74
12546,"JIM BEAM BRANDS COMPANY    ",1006,"Jim Beam Candy Cane 4/50mLs",89,279.46,9167.40,328,1308.72,17.03,1029.26,78.65,3.69,239,0,119.5000,2.74
12546,"JIM BEAM BRANDS COMPANY    ",1012,"Courvoisier VSOP VAP",285,7333.05,8410.65,286,10403.14,225.25,3070.09,29.51,1.00,52,51,51.5000,5.55
12546,"JIM BEAM BRANDS COMPANY    ",1035,"Pinnacle Vodka Gift Pak",3,25.77,4450.86,76,857.24,59.93,831.47,96.99,25.33,73,0,36.5000,2.08
12546,"JIM BEAM BRANDS COMPANY    ",1168,"Old Grand Dad Bonded",651,9296.28,128284.51,968,18904.32,763.02,9608.04,50.82,1.49,317,0,158.5000,6.11
12546,"JIM BEAM BRANDS COMPANY    ",1239,"Booker's Bourbon",3473,138885.27,1022213.11,3550,181998.50,2799.29,43113.23,23.69,1.02,615,538,576.5000,6.16
12546,"JIM BEAM BRANDS COMPANY    ",1243,"Pinnacle Pumpkin Pie",14,103.60,3511.92,18,233.82,14.19,130.22,55.69,1.29,4,0,2.0000,9.00
12546,"JIM BEAM BRANDS COMPANY    ",1249,"Jim Beam Apple",4777,96877.56,1154012.57,4031,99189.69,7409.91,2312.13,2.33,0.84,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1252,"Jim Beam Bonded Bourbon",30,415.20,8976.29,171,3076.29,134.75,2661.09,86.50,5.70,141,0,70.5000,2.43
12546,"JIM BEAM BRANDS COMPANY    ",1258,"Jim Beam Black",3506,59707.18,452409.37,3525,82331.75,2780.30,22624.57,27.48,1.01,931,912,921.5000,3.83
12546,"JIM BEAM BRANDS COMPANY    ",1261,"Jim Beam Kentucky Fire",23774,17592.76,384374.99,23667,23430.33,1235.43,5837.57,24.91,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1273,"Jim Beam Choice",2491,57766.29,697914.07,2722,82402.78,5004.40,24636.49,29.90,1.09,812,581,696.5000,3.91
12546,"JIM BEAM BRANDS COMPANY    ",1278,"Jim Beam Black",8275,221025.25,2089546.18,7868,277415.32,14462.48,56390.07,20.33,0.95,1195,1602,1398.5000,5.63
12546,"JIM BEAM BRANDS COMPANY    ",1297,"Jim Beam Black",19801,31483.59,409525.94,18826,18811.74,984.04,-12671.85,-67.36,0.95,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1309,"Makers Mark Cask Strength",1176,52261.44,71705.85,910,55872.90,717.39,3611.46,6.46,0.77,39,305,172.0000,5.29
12546,"JIM BEAM BRANDS COMPANY    ",1340,"Jim Beam Jacob's Ghost",542,7615.10,61490.61,1372,24702.28,1081.27,17087.18,69.17,2.53,1044,214,629.0000,2.18
12546,"JIM BEAM BRANDS COMPANY    ",1345,"Basil Hayden Bourbon",12761,363050.45,2986121.28,12902,494732.98,10162.80,131682.53,26.62,1.01,1398,1257,1327.5000,9.72
12546,"JIM BEAM BRANDS COMPANY    ",1346,"Knob Creek Bourbon",25540,575927.00,4980421.94,22144,684455.56,17438.07,108528.56,15.86,0.87,2298,5694,3996.0000,5.54
12546,"JIM BEAM BRANDS COMPANY    ",1347,"Bakers Bourbon",916,28615.84,239530.58,1221,48827.79,963.08,20211.95,41.39,1.33,1035,730,882.5000,1.38
12546,"JIM BEAM BRANDS COMPANY    ",1348,"Knob Creek Bourbon",10660,126214.40,1491453.14,10319,180410.81,4045.05,54196.41,30.04,0.97,846,1187,1016.5000,10.15
12546,"JIM BEAM BRANDS COMPANY    ",1355,"Knob Creek Bourbon",21305,55179.95,1440099.05,20551,78828.49,1059.54,23648.54,30.00,0.96,2359,3113,2736.0000,7.51
12546,"JIM BEAM BRANDS COMPANY    ",1358,"Knob Creek Bourbon",5105,218749.25,1378963.06,4775,296925.25,8778.35,78176.00,26.33,0.94,650,980,815.0000,5.86
12546,"JIM BEAM BRANDS COMPANY    ",1359,"Knob Creek Rye",5705,124768.35,1129190.87,4227,125361.73,3333.19,593.38,0.47,0.74,479,1957,1218.0000,3.47
12546,"JIM BEAM BRANDS COMPANY    ",1366,"Red Stag by Jim Beam",54506,50690.58,1003035.49,54187,69901.23,2834.95,19210.65,27.48,0.99,6057,6376,6216.5000,8.72
12546,"JIM BEAM BRANDS COMPANY    ",1373,"Jim Beam Honey",11752,121750.72,1376930.53,11221,170762.79,8841.69,49012.07,28.70,0.95,1990,2521,2255.5000,4.98
12546,"JIM BEAM BRANDS COMPANY    ",1375,"Jim Beam",25183,289604.50,3357984.48,26121,402621.29,20569.55,113016.79,28.07,1.04,3351,2413,2882.0000,9.06
12546,"JIM BEAM BRANDS COMPANY    ",1376,"Jim Beam",108866,1773427.14,10992568.03,107061,2435393.39,196707.35,661966.25,27.18,0.98,11375,13180,12277.5000,8.72
12546,"JIM BEAM BRANDS COMPANY    ",1377,"Jim Beam Honey",4370,83860.30,1213326.06,3765,92406.35,6921.14,8546.05,9.25,0.86,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1378,"Jim Beam",22305,157919.40,1699853.25,22033,209093.17,8648.84,51173.77,24.47,0.99,1739,2011,1875.0000,11.75
12546,"JIM BEAM BRANDS COMPANY    ",1379,"Jim Beam Traveler",13678,156065.98,2059926.23,13479,208508.21,10620.06,52442.23,25.15,0.99,1287,1486,1386.5000,9.72
12546,"JIM BEAM BRANDS COMPANY    ",1382,"Makers 46",5382,153709.92,1205133.04,5196,212185.04,4095.61,58475.12,27.56,0.97,539,725,632.0000,8.22
12546,"JIM BEAM BRANDS COMPANY    ",1385,"Makers Mark",41048,839431.60,3957113.92,37615,1034144.85,29615.60,194713.25,18.83,0.92,3162,6595,4878.5000,7.71
12546,"JIM BEAM BRANDS COMPANY    ",1388,"Red Stag by Jim Beam",6995,134443.90,1860442.02,6961,173392.39,12795.16,38948.49,22.46,1.00,1107,1141,1124.0000,6.19
12546,"JIM BEAM BRANDS COMPANY    ",1389,"Makers Mark",30004,65408.72,1001389.97,27454,82087.46,1424.01,16678.74,20.32,0.92,2471,5021,3746.0000,7.33
12546,"JIM BEAM BRANDS COMPANY    ",1390,"Makers Mark",456,12339.36,98729.09,421,15549.79,442.05,3210.43,20.65,0.92,32,67,49.5000,8.51
12546,"JIM BEAM BRANDS COMPANY    ",1392,"Red Stag Hardcore Cider",165,1749.00,29119.50,430,6865.70,338.93,5116.70,74.53,2.61,285,20,152.5000,2.82
12546,"JIM BEAM BRANDS COMPANY    ",1393,"Jim Beam",62,194.68,5568.57,300,1497.00,63.00,1302.32,87.00,4.84,238,0,119.0000,2.52
12546,"JIM BEAM BRANDS COMPANY    ",1394,"Makers Mark",8682,110087.76,1281405.45,8381,142141.19,3284.74,32053.43,22.55,0.97,713,1014,863.5000,9.71
12546,"JIM BEAM BRANDS COMPANY    ",1395,"Old Crow",9066,53308.08,1357480.56,9000,75297.00,7093.59,21988.92,29.20,0.99,990,1056,1023.0000,8.80
12546,"JIM BEAM BRANDS COMPANY    ",1396,"Old Crow",18373,191814.12,5128096.91,18275,272761.25,33580.20,80947.13,29.68,0.99,1217,1315,1266.0000,14.44
12546,"JIM BEAM BRANDS COMPANY    ",1397,"Jim Beam Kentucky Fire",8484,91287.84,957422.37,8220,122786.30,6478.12,31498.46,25.65,0.97,2495,2759,2627.0000,3.13
12546,"JIM BEAM BRANDS COMPANY    ",1399,"Jim Beam Signature Craft",202,5617.62,78343.57,380,14404.20,299.81,8786.58,61.00,1.88,200,22,111.0000,3.42
12546,"JIM BEAM BRANDS COMPANY    ",1415,"Old Grand Dad",10058,104502.62,1500883.49,9981,138847.19,7861.87,34344.57,24.74,0.99,852,929,890.5000,11.21
12546,"JIM BEAM BRANDS COMPANY    ",1416,"Old Grand Dad",5,99.15,3963.67,66,1847.34,121.30,1748.19,94.63,13.20,61,0,30.5000,2.16
12546,"JIM BEAM BRANDS COMPANY    ",1468,"Knob Creek Single Barrel Rsv",4646,146302.54,756315.32,4288,182518.12,3380.64,36215.58,19.84,0.92,1230,1588,1409.0000,3.04
12546,"JIM BEAM BRANDS COMPANY    ",1476,"Jim Beam Traveler",11569,185682.45,626770.86,15044,342245.56,27640.28,156563.11,45.75,1.30,3475,0,1737.5000,8.66
12546,"JIM BEAM BRANDS COMPANY    ",1483,"DeKuyper Cane Trial Pack",7092,16949.88,6539.09,7184,21480.16,375.38,4530.28,21.09,1.01,134,42,88.0000,81.64
12546,"JIM BEAM BRANDS COMPANY    ",1484,"Knob Creek Rye",1077,50425.14,337419.94,652,36883.48,1199.12,-13541.66,-36.71,0.61,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1494,"Hibiki 12Yr Japanese Whisky",119,7871.85,24894.80,119,10232.81,93.72,2360.96,23.07,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1515,"Old Overholt",5180,52525.20,762364.57,4743,73156.57,3736.53,20631.37,28.20,0.92,294,731,512.5000,9.25
12546,"JIM BEAM BRANDS COMPANY    ",1520,"Pinnacle Vodka Cane 4/50mls",11162,33709.24,138561.02,12049,48075.51,628.72,14366.27,29.88,1.08,1129,242,685.5000,17.58
12546,"JIM BEAM BRANDS COMPANY    ",1663,"Jim Beam Maple",23625,17482.50,368407.67,23271,23038.29,1213.15,5555.79,24.12,0.99,8,362,185.0000,125.79
12546,"JIM BEAM BRANDS COMPANY    ",1698,"Knob Creek 2001 Bourbon",457,43680.06,137499.53,207,26907.93,163.34,-16772.13,-62.33,0.45,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1737,"Makers Mark",17537,601519.10,4170676.25,16089,823521.11,29564.92,222002.01,26.96,0.92,1708,3156,2432.0000,6.62
12546,"JIM BEAM BRANDS COMPANY    ",1812,"Booker's Rye",168,37894.08,59010.62,168,50398.32,132.20,12504.24,24.81,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1832,"Laphroaig Lore",345,32481.75,107511.21,246,31731.54,194.06,-750.21,-2.36,0.71,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",1836,"Tyrconnell Irish Whiskey",1269,27575.37,256120.57,1120,35108.80,883.45,7533.43,21.46,0.88,209,358,283.5000,3.95
12546,"JIM BEAM BRANDS COMPANY    ",1878,"Jim Beam White BBQ Sauce Pak",5,53.25,4523.41,135,2052.15,106.42,1998.90,97.41,27.00,130,0,65.0000,2.08
12546,"JIM BEAM BRANDS COMPANY    ",1932,"Jim Beam Devils Cut Bourbon",17841,12667.11,392845.74,16608,16441.92,868.06,3774.81,22.96,0.93,50,1283,666.5000,24.92
12546,"JIM BEAM BRANDS COMPANY    ",1962,"Jim Beam Apple",15244,167988.88,1694003.74,14289,218340.11,11255.61,50351.23,23.06,0.94,1452,2407,1929.5000,7.41
12546,"JIM BEAM BRANDS COMPANY    ",1964,"Jim Beam Single Barrel",1439,33197.73,366435.25,1462,44555.38,1153.39,11357.65,25.49,1.02,401,378,389.5000,3.75
12546,"JIM BEAM BRANDS COMPANY    ",1993,"Maker's Mark 46",3381,58017.96,412569.12,3132,62422.68,1228.07,4404.72,7.06,0.93,NULL,NULL,NULL,NULL
